TrainAccuracy,TrainLoss,TestAccuracy,TestLoss,EpochTime,Totaltime
100.0,0.0007604108443600126,84.15,0.638968683636417,54.240965604782104,2986.989551305771
100.0,0.000678913346567424,84.0,0.6416661484172931,54.064087867736816,3041.054140806198
99.99749999999999,0.0006909355835843598,84.08,0.6316730980151377,53.83494520187378,3094.889587879181
100.0,0.0006766933687962592,83.91,0.6321093531700369,53.74750900268555,3148.6375987529755
100.0,0.0006005436190869659,83.86,0.6375081258507582,54.01433801651001,3202.6524391174316
99.99749999999999,0.0006069480930978898,83.8,0.645696216831192,53.89826059341431,3256.5512022972107
100.0,0.0006020115389226703,84.11,0.6355259637720287,53.70429468154907,3310.2560000419617
100.0,0.0005485724561149254,84.22,0.6345879699285037,54.25654220581055,3364.5130443573
100.0,0.0005060797365440521,83.87,0.6385209576342814,54.24800109863281,3418.761549472809
100.0,0.0005434305885573849,84.11999999999999,0.6472390475221717,54.036948919296265,3472.7990024089813
99.99749999999999,0.0005477381193311885,83.97,0.6568366735459517,54.32739472389221,3527.1263971328735
100.0,0.0005512163580337074,84.11999999999999,0.6501783005440959,53.49274230003357,3580.6196405887604
